route_avg_temp,route_avg_wind_speed,route_avg_precip,route_avg_humidity,route_avg_visibility,route_avg_pressure,origin_avg_temp,origin_avg_wind_speed,origin_avg_precip,origin_avg_humidity,origin_avg_visibility,origin_avg_pressure,dest_avg_temp,dest_avg_wind_speed,dest_avg_precip,dest_avg_humidity,dest_avg_visibility,dest_avg_pressure,truck_age,load_capacity_pounds,mileage_mpg,age,experience,average_speed_mph,avg_no_of_vehicles,distance,average_hours,route_description,origin_description,dest_description,accident,fuel_type,gender,driving_style,ratings,is_midnight,delay
78.0,13.0,0.0,42.75,6.0,1010.75,30.458333333333332,5.958333333333333,0.0,94.70833333333333,2.625,1026.875,27.375,1.6666666666666667,0.0,78.125,6.0,1031.9166666666667,11,3000.0,18,46,13,64.48,566.6666666666666,377.15,7.54,Overcast,Heavy snow,Partly cloudy,1,diesel,male,proactive,6,0,0
54.5,12.75,0.0,75.0,6.0,1024.25,30.166666666666668,4.833333333333333,0.0,49.125,6.0,1018.9166666666666,68.5,9.125,0.0,11.583333333333334,6.0,1016.0416666666666,9,6000.0,16,51,9,46.39,1798.625,5275.52,105.51,Overcast,Partly cloudy,Clear,1,gas,male,conservative,8,1,0
46.25,4.25,0.0,67.5,4.5,1017.75,15.791666666666666,8.291666666666666,0.0,83.16666666666667,5.875,1028.5833333333333,80.04166666666667,6.5,0.0,42.541666666666664,6.0,1011.7083333333334,10,10000.0,18,37,5,48.9,1807.0833333333333,9072.62,181.45,Clear,Clear,Partly cloudy,1,gas,male,conservative,2,1,1
63.5,11.25,0.0,72.75,4.0,1012.75,30.5,16.375,0.02916666666666667,84.70833333333333,1.5416666666666667,1013.4166666666666,10.416666666666666,15.458333333333334,0.0,81.20833333333333,4.916666666666667,1028.7083333333333,10,6000.0,16,46,9,59.54,350.7083333333333,319.51,6.39,Light drizzle,Blizzard,Sunny,1,Unknown,male,proactive,2,0,1
54.5,10.5,0.0,46.0,6.0,1027.0,38.958333333333336,12.666666666666666,0.0,56.708333333333336,6.0,1021.5,31.333333333333332,11.583333333333334,0.025000000000000005,92.16666666666667,2.0833333333333335,1004.5833333333334,13,15000.0,24,41,4,61.24,1760.3333333333333,629.9,12.6,Partly cloudy,Sunny,Blizzard,1,diesel,male,proactive,8,0,0
90.0,11.75,0.0,48.25,6.0,1012.25,44.208333333333336,5.833333333333333,0.004166666666666667,78.375,5.208333333333333,1013.9583333333334,37.791666666666664,8.375,0.0,69.04166666666667,5.25,1010.4166666666666,12,3000.0,28,51,11,62.62,1592.2916666666667,385.81,7.72,Sunny,Partly cloudy,Partly cloudy,1,diesel,male,proactive,4,0,0
53.75,4.75,0.0,72.25,6.0,1014.0,30.833333333333332,11.333333333333334,0.004166666666666667,67.875,4.041666666666667,1009.4583333333334,72.83333333333333,15.25,0.0,68.83333333333333,6.0,1018.3333333333334,11,15000.0,24,56,12,52.59,1048.2083333333333,1920.96,38.42,Patchy rain possible,Partly cloudy,Clear,0,diesel,male,conservative,4,1,1
56.0,8.0,0.0,84.5,6.0,1016.0,17.583333333333332,3.875,0.0,76.66666666666667,6.0,1023.2083333333334,55.208333333333336,4.625,0.0,86.79166666666667,5.916666666666667,1013.625,5,15000.0,19,53,23,38.35,1682.6666666666667,740.08,14.8,Clear,Partly cloudy,Partly cloudy,0,gas,male,conservative,8,0,0
34.5,3.75,0.0,81.0,6.0,1011.5,17.583333333333332,3.875,0.0,76.66666666666667,6.0,1023.2083333333334,-3.125,8.5,0.0,47.875,5.25,1032.2916666666667,9,3000.0,24,47,7,52.75,1699.3333333333333,1358.36,27.17,Clear,Partly cloudy,Partly cloudy,1,diesel,male,conservative,8,1,1
68.5,5.0,0.0,71.75,3.5,1012.5,9.083333333333334,8.5,0.0,83.58333333333333,4.958333333333333,1029.375,28.041666666666668,20.041666666666668,0.008333333333333333,58.416666666666664,5.25,1023.875,9,4000.0,23,48,17,56.82,1654.5416666666667,668.95,13.38,Mist,Sunny,Sunny,1,diesel,male,proactive,4,0,0
63.25,6.5,0.0,65.25,6.0,1012.75,19.791666666666668,16.791666666666668,0.012500000000000002,91.625,2.8333333333333335,1007.2083333333334,12.458333333333334,8.333333333333334,0.0,85.75,5.166666666666667,1017.6666666666666,15,4000.0,19,44,9,52.16,1022.9166666666666,584.86,11.7,Sunny,Heavy snow,Light snow,1,gas,male,conservative,3,0,0
48.5,11.25,0.0,78.0,3.5,1008.75,17.625,14.625,0.004166666666666667,90.45833333333333,2.75,1021.7083333333334,-9.625,5.291666666666667,0.0,84.875,5.958333333333333,1036.25,8,15000.0,25,43,20,60.1,1070.75,403.56,8.07,Blizzard,Blizzard,Partly cloudy,1,diesel,male,proactive,6,0,0
65.0,8.0,0.0,68.25,6.0,1015.5,44.416666666666664,18.291666666666668,0.0,75.95833333333333,4.625,1011.1666666666666,29.208333333333332,14.125,0.0,92.91666666666667,3.875,1017.375,11,6000.0,26,54,8,59.68,1380.1666666666667,501.17,10.02,Clear,Overcast,Moderate rain,1,diesel,male,proactive,2,0,0
45.5,10.5,0.0,61.25,6.0,1016.0,73.54166666666667,2.7083333333333335,0.0,68.29166666666667,6.0,1013.375,43.958333333333336,5.291666666666667,0.0,85.45833333333333,4.791666666666667,999.9583333333334,8,15000.0,16,39,4,58.54,1784.2083333333333,3956.92,79.14,Light rain shower,Partly cloudy,Partly cloudy,1,gas,male,proactive,3,1,1
52.75,6.0,0.125,93.5,2.0,1015.0,20.958333333333332,8.375,0.0,77.08333333333333,6.0,1026.5833333333333,7.375,9.583333333333334,0.0,84.41666666666667,2.5416666666666665,1024.5833333333333,12,3000.0,23,50,15,50.43,1713.125,445.13,8.9,Fog,Clear,Blizzard,1,diesel,male,conservative,6,0,0
56.25,9.0,0.0,89.25,5.75,1014.75,56.375,9.791666666666666,0.0,77.66666666666667,6.0,1009.8333333333334,30.916666666666668,5.083333333333333,0.0,35.208333333333336,6.0,1029.875,12,3000.0,28,51,11,62.62,1777.375,880.87,17.62,Thundery outbreaks possible,Clear,Partly cloudy,1,diesel,male,proactive,4,1,0
74.0,10.25,0.0,87.0,6.0,1015.25,23.875,15.208333333333334,0.008333333333333333,87.33333333333333,3.1666666666666665,1010.0,59.166666666666664,7.666666666666667,0.0,77.45833333333333,6.0,1014.0833333333334,10,6000.0,25,47,6,57.38,893.125,790.65,15.81,Clear,Blizzard,Partly cloudy,1,diesel,male,proactive,8,0,1
65.25,5.0,0.0,67.75,6.0,1015.0,36.708333333333336,13.416666666666666,0.03333333333333333,92.625,3.25,1005.2916666666666,22.291666666666668,9.041666666666666,0.025000000000000005,64.33333333333333,4.083333333333333,1026.4583333333333,10,6000.0,16,46,9,59.54,1178.0833333333333,595.88,11.92,Patchy light rain with thunder,Moderate rain,Heavy snow,1,Unknown,male,proactive,2,0,0
41.0,5.75,0.025,97.75,4.0,1012.0,30.5,16.375,0.02916666666666667,84.70833333333333,1.5416666666666667,1013.4166666666666,13.875,13.541666666666666,0.012500000000000002,89.5,3.5416666666666665,1023.875,10,6000.0,16,47,9,61.06,359.0416666666667,211.56,4.23,Light rain,Blizzard,Blizzard,1,gas,male,proactive,8,0,0
43.0,5.25,0.0,82.0,6.0,1021.0,48.0,6.458333333333333,0.0,80.54166666666667,6.0,1018.25,75.75,11.25,0.0,72.0,6.0,1015.5833333333334,9,15000.0,22,48,12,63.19,1778.6666666666667,1540.6,30.81,Partly cloudy,Partly cloudy,Sunny,1,diesel,male,proactive,4,1,0
68.0,11.75,0.0,51.75,6.0,1008.25,-1.5,7.25,0.0,93.16666666666667,3.5,1022.5416666666666,71.625,3.6666666666666665,0.0,27.541666666666668,6.0,1023.2916666666666,8,6000.0,25,48,9,40.85,872.5416666666666,1385.36,27.71,Overcast,Heavy snow,Sunny,1,diesel,male,conservative,2,1,1
78.25,4.0,0.025,53.25,5.25,1015.75,46.375,5.333333333333333,0.0,66.70833333333333,5.708333333333333,1013.9166666666666,-17.5,5.916666666666667,0.0,65.125,6.0,1029.25,8,6000.0,17,48,-1,48.47,1758.125,1619.87,32.4,Moderate or heavy rain shower,Partly cloudy,Overcast,1,gas,male,conservative,8,1,1
48.25,5.75,0.0,48.75,6.0,1023.0,29.0,7.0,0.0,73.79166666666667,5.458333333333333,1022.0833333333334,33.375,6.666666666666667,0.0,65.95833333333333,5.833333333333333,1015.625,12,10000.0,16,48,12,44.49,1666.5416666666667,1430.92,28.62,Partly cloudy,Light snow,Partly cloudy,1,gas,male,conservative,6,1,1
38.5,4.0,0.0,79.5,6.0,1020.5,32.333333333333336,5.541666666666667,0.0,80.83333333333333,6.0,1032.0,25.083333333333332,3.7916666666666665,0.016666666666666666,94.45833333333333,1.3333333333333333,1026.0416666666667,9,10000.0,23,50,8,60.8,1753.25,989.85,19.8,Clear,Overcast,Heavy snow,0,diesel,male,proactive,7,1,1
42.0,15.25,0.0,58.75,6.0,1015.5,70.91666666666667,4.541666666666667,0.0,83.04166666666667,4.75,1016.3333333333334,6.5,9.083333333333334,0.0,44.125,6.0,1028.9583333333333,8,4000.0,23,45,21,46.04,1629.9166666666667,1715.93,34.32,Cloudy,Partly cloudy,Partly cloudy,1,diesel,male,conservative,4,1,1
66.25,4.5,0.0,53.0,6.0,1011.0,60.291666666666664,3.4166666666666665,0.0,68.95833333333333,5.875,1017.625,19.833333333333332,6.0,0.0,88.75,6.0,1024.0833333333333,8,4000.0,18,48,5,49.69,1771.1666666666667,1385.36,27.71,Overcast,Cloudy,Sunny,1,gas,male,conservative,4,1,1
59.0,9.0,0.0,77.5,3.5,1006.5,38.958333333333336,12.666666666666666,0.0,56.708333333333336,6.0,1021.5,29.666666666666668,12.916666666666666,0.03333333333333333,86.45833333333333,3.75,1013.0416666666666,9,4000.0,19,41,4,41.56,1735.3333333333333,1077.52,21.55,Light drizzle,Sunny,Blizzard,0,gas,male,conservative,8,1,1
77.0,7.5,0.05,51.75,5.0,1011.0,37.791666666666664,8.375,0.004166666666666667,92.54166666666667,4.375,1003.375,44.291666666666664,10.083333333333334,0.0,69.04166666666667,5.333333333333333,1016.625,12,15000.0,16,51,16,39.85,1203.5833333333333,516.0,10.32,Moderate rain,Overcast,Cloudy,1,gas,male,conservative,4,0,0
52.5,4.5,0.0,89.75,5.0,1008.0,1.625,7.541666666666667,0.0,90.375,4.291666666666667,1026.0,19.166666666666668,10.208333333333334,0.0,74.33333333333333,4.458333333333333,1019.6666666666666,9,6000.0,22,49,8,33.94,1105.5833333333333,677.39,13.55,Moderate rain,Clear,Moderate snow,1,diesel,male,conservative,7,0,1
58.75,6.25,0.0,64.5,6.0,1015.5,17.625,14.625,0.004166666666666667,90.45833333333333,2.75,1021.7083333333334,28.041666666666668,20.041666666666668,0.008333333333333333,58.416666666666664,5.25,1023.875,8,4000.0,19,50,12,59.6,1087.4166666666667,543.09,10.86,Clear,Blizzard,Sunny,1,gas,male,proactive,5,0,0
64.5,5.25,0.025,73.0,5.25,1012.0,27.208333333333332,13.875,0.012500000000000002,89.83333333333333,0.5,1009.0416666666666,42.958333333333336,12.208333333333334,0.0,53.791666666666664,6.0,1022.2083333333334,12,10000.0,20,47,13,47.14,197.91666666666666,543.09,10.86,Moderate or heavy rain shower,Blizzard,Sunny,1,gas,male,conservative,6,0,0
60.0,12.0,0.0,69.0,6.0,1015.75,39.083333333333336,6.333333333333333,0.0,69.125,6.0,1010.875,38.791666666666664,5.583333333333333,0.008333333333333333,68.58333333333333,5.958333333333333,1010.4166666666666,9,3000.0,22,61,14,61.06,1804.25,229.5,4.59,Clear,Cloudy,Sunny,1,diesel,male,proactive,8,0,0
62.25,7.5,0.0,65.75,6.0,1014.5,21.708333333333332,18.75,0.0,73.33333333333333,5.375,1017.0,12.458333333333334,8.333333333333334,0.0,85.75,5.166666666666667,1017.6666666666666,10,15000.0,16,59,16,48.42,1747.3333333333333,924.53,18.49,Sunny,Partly cloudy,Light snow,1,gas,male,conservative,6,1,1
71.5,9.5,0.0,87.25,5.5,1013.75,30.5,6.708333333333333,0.0,95.41666666666667,3.7083333333333335,1022.7083333333334,28.708333333333332,10.916666666666666,0.0,76.95833333333333,5.791666666666667,1013.5833333333334,11,3000.0,28,62,20,60.77,1316.3333333333333,5515.53,110.31,Clear,Mist,Clear,1,diesel,male,proactive,9,1,1
40.0,8.0,0.0,80.5,3.5,1010.5,73.54166666666667,2.7083333333333335,0.0,68.29166666666667,6.0,1013.375,51.375,11.625,0.0,91.625,6.0,1014.7916666666666,9,6000.0,15,53,20,62.83,1775.875,2556.16,51.12,Clear,Partly cloudy,Cloudy,1,gas,male,proactive,6,1,0
62.0,4.25,0.0,56.25,6.0,1014.5,49.25,6.75,0.0,77.66666666666667,6.0,1014.3333333333334,6.833333333333333,8.583333333333334,0.012500000000000002,92.0,3.5833333333333335,1012.8333333333334,11,3000.0,21,51,24,60.01,1705.9166666666667,750.3,15.01,Clear,Sunny,Overcast,0,diesel,male,proactive,8,0,0
59.0,7.0,0.0,58.0,5.0,1018.5,28.25,4.916666666666667,0.0,89.41666666666667,5.625,1030.1666666666667,42.833333333333336,9.291666666666666,0.0,88.08333333333333,4.5,1023.7916666666666,8,20000.0,19,44,10,59.82,1847.3333333333333,558.55,11.17,Patchy moderate snow,Light snow,Overcast,1,gas,male,proactive,2,0,0
78.0,13.0,0.0,42.75,6.0,1010.75,27.375,1.6666666666666667,0.0,78.125,6.0,1031.9166666666667,30.458333333333332,5.958333333333333,0.0,94.70833333333333,2.625,1026.875,8,15000.0,21,39,4,47.15,1753.1666666666667,377.15,7.54,Overcast,Partly cloudy,Heavy snow,1,gas,male,conservative,2,0,0
57.5,8.5,0.0,55.25,6.0,1011.5,52.583333333333336,13.541666666666666,0.020833333333333332,78.625,4.583333333333333,1019.375,33.166666666666664,5.083333333333333,0.0,86.0,4.958333333333333,1026.0416666666667,9,6000.0,19,50,8,57.66,1506.9166666666667,2260.36,45.21,Clear,Clear,Cloudy,0,gas,male,proactive,7,1,1
63.25,4.75,0.0,56.5,3.0,1008.5,85.33333333333333,7.333333333333333,0.0,38.666666666666664,6.0,1015.4583333333334,53.875,14.125,0.08333333333333333,85.70833333333333,3.75,1007.625,10,4000.0,26,46,5,63.05,1791.9583333333333,9003.4,180.07,Fog,Clear,Heavy rain,0,diesel,male,proactive,8,1,1
52.5,9.5,0.0,59.75,5.5,1008.5,1.625,7.541666666666667,0.0,90.375,4.291666666666667,1026.0,-10.708333333333334,4.666666666666667,0.0,92.08333333333333,4.083333333333333,1026.5,9,3000.0,18,37,6,63.95,1105.5833333333333,403.56,8.07,Partly cloudy,Clear,Light snow,1,gas,Unknown,Unknown,3,0,0
55.0,7.75,0.0,57.5,4.75,1013.25,75.70833333333333,6.583333333333333,0.0,70.16666666666667,6.0,1010.9166666666666,75.66666666666667,5.041666666666667,0.0,81.625,6.0,1013.75,9,20000.0,16,46,11,57.41,1811.25,447.0,8.94,Sunny,Clear,Clear,0,gas,male,proactive,6,0,0
56.0,2.5,0.0,79.0,5.5,1023.5,40.041666666666664,8.75,0.0,59.25,6.0,1015.7916666666666,52.375,13.916666666666666,0.0,76.79166666666667,6.0,1012.4166666666666,10,10000.0,19,50,5,36.43,1879.0416666666667,1323.45,26.47,Cloudy,Partly cloudy,Partly cloudy,0,gas,male,conservative,7,1,1
60.0,11.0,0.0,95.25,6.0,1003.75,36.041666666666664,8.958333333333334,0.0,81.79166666666667,6.0,1008.5,38.125,7.458333333333333,0.004166666666666667,68.75,5.833333333333333,1010.4583333333334,11,15000.0,14,37,3,60.67,1803.0,226.25,4.53,Clear,Clear,Sunny,1,gas,male,Unknown,7,0,1
57.0,7.75,0.0,67.25,3.0,1009.0,83.54166666666667,5.625,0.0,38.291666666666664,6.0,1013.25,56.75,8.958333333333334,0.0,70.79166666666667,5.625,1017.8333333333334,9,6000.0,23,48,18,64.8,1758.25,7423.61,148.47,Clear,Clear,Partly cloudy,0,diesel,male,Unknown,6,1,0
43.5,14.0,0.0,74.75,6.0,1018.75,48.083333333333336,10.625,0.025000000000000005,72.125,5.75,1011.8333333333334,35.125,4.875,0.0,74.375,5.208333333333333,1026.7916666666667,7,10000.0,19,44,5,41.34,1803.9166666666667,5555.98,111.12,Clear,Sunny,Sunny,0,diesel,male,conservative,4,1,1
42.5,4.25,0.0,58.0,5.5,1019.25,31.625,5.208333333333333,0.0,39.958333333333336,6.0,1035.3333333333333,54.666666666666664,6.458333333333333,0.0,61.75,5.625,1017.6666666666666,14,15000.0,21,46,13,41.22,1757.875,2444.36,48.89,Partly cloudy,Sunny,Partly cloudy,0,diesel,male,conservative,4,1,0
69.5,5.5,0.0,74.5,4.75,1012.75,29.666666666666668,12.916666666666666,0.03333333333333333,86.45833333333333,3.75,1013.0416666666666,37.0,13.875,0.020833333333333332,91.54166666666667,3.6666666666666665,1005.625,5,3000.0,20,61,19,45.94,1133.5833333333333,342.19,6.84,Clear,Blizzard,Light rain,1,Unknown,male,conservative,7,0,0
74.75,8.0,0.0,56.5,6.0,1017.25,34.0,12.791666666666666,0.0,82.25,6.0,1008.7916666666666,35.958333333333336,5.541666666666667,0.0,72.33333333333333,6.0,1009.75,9,3000.0,25,53,20,62.51,1748.0416666666667,554.39,11.09,Sunny,Clear,Clear,1,diesel,male,proactive,7,0,0
74.0,5.75,0.0,68.75,5.75,1013.0,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,14.125,3.8333333333333335,0.0,77.91666666666667,5.375,1036.5416666666667,11,15000.0,20,54,20,42.68,1551.7916666666667,470.98,9.42,Clear,Overcast,Partly cloudy,1,gas,male,conservative,7,0,0
56.5,10.75,0.0,85.5,6.0,1009.0,31.375,7.458333333333333,0.0,86.58333333333333,4.625,1015.0416666666666,71.54166666666667,6.833333333333333,0.0,87.79166666666667,6.0,1013.4583333333334,8,4000.0,23,58,21,60.79,1553.5833333333333,791.64,15.83,Clear,Light rain shower,Cloudy,1,diesel,Unknown,proactive,6,0,0
32.5,8.5,0.0,73.0,4.0,1009.5,55.25,10.041666666666666,0.04583333333333334,84.95833333333333,4.791666666666667,1010.625,34.041666666666664,7.333333333333333,0.0,92.25,4.833333333333333,1022.0416666666666,9,6000.0,24,42,10,49.1,1748.4166666666667,1806.27,36.13,Light drizzle,Heavy rain,Partly cloudy,1,diesel,male,conservative,3,1,1
47.0,9.25,0.0,75.75,6.0,1017.25,32.375,5.708333333333333,0.0,58.833333333333336,6.0,1016.875,73.5,2.75,0.0,66.45833333333333,6.0,1014.875,7,10000.0,23,56,18,60.74,1895.8333333333333,2947.83,58.96,Overcast,Clear,Clear,1,diesel,male,proactive,6,1,1
68.0,13.75,0.0,78.5,5.75,1010.25,22.916666666666668,13.541666666666666,0.025000000000000005,91.91666666666667,0.7083333333333334,1006.75,21.708333333333332,18.75,0.0,73.33333333333333,5.375,1017.0,12,6000.0,17,50,11,43.88,220.875,472.61,9.45,Light rain shower,Blizzard,Partly cloudy,1,gas,male,conservative,6,0,1
42.0,5.0,0.0,49.25,6.0,1021.0,26.583333333333332,6.666666666666667,0.0,60.625,5.75,1027.25,53.875,14.125,0.08333333333333333,85.70833333333333,3.75,1007.625,11,10000.0,20,51,12,57.47,1662.5,968.56,19.37,Clear,Sunny,Heavy rain,1,diesel,female,proactive,8,1,0
56.0,6.0,0.0,74.25,6.0,1019.5,15.291666666666666,6.083333333333333,0.0,76.875,5.208333333333333,1044.2083333333333,28.833333333333332,11.875,0.0,38.458333333333336,6.0,1035.7083333333333,9,15000.0,24,50,17,60.09,1704.125,622.23,12.44,Clear,Partly cloudy,Clear,0,diesel,male,proactive,7,0,1
47.75,6.25,0.0,67.0,6.0,1026.0,18.916666666666668,10.375,0.004166666666666667,78.79166666666667,4.041666666666667,1024.3333333333333,39.333333333333336,18.541666666666668,0.0,82.41666666666667,5.333333333333333,1011.2916666666666,7,10000.0,20,51,25,45.43,956.5833333333334,723.35,14.47,Patchy light snow,Heavy snow,Overcast,0,Unknown,male,conservative,8,0,0
41.75,9.75,0.0,74.75,6.0,1021.5,55.583333333333336,8.6875,0.0,71.35416666666667,5.6875,1018.4166666666666,34.25,7.791666666666667,0.0,56.375,6.0,1019.2916666666666,9,3000.0,20,48,12,52.81,1772.08,464.88,9.3,Partly cloudy,Sunny,Clear,1,diesel,male,conservative,6,0,0
46.0,11.75,0.0,61.75,4.0,1009.75,14.5,11.791666666666666,0.0,48.458333333333336,5.625,1025.75,33.041666666666664,7.791666666666667,0.0,61.291666666666664,6.0,1013.4583333333334,9,6000.0,19,47,7,56.77,1696.625,793.44,15.87,Blowing snow,Sunny,Clear,0,gas,female,proactive,8,0,0
59.0,5.75,0.0,62.5,6.0,1020.0,14.416666666666666,7.666666666666667,0.0,47.541666666666664,5.416666666666667,1028.375,-1.3333333333333333,9.583333333333334,0.0,70.95833333333333,1.9166666666666667,1026.0,12,3000.0,26,52,22,63.63,1784.7916666666667,381.12,7.62,Sunny,Overcast,Heavy snow,1,diesel,male,proactive,6,0,0
67.5,8.75,0.0,46.75,6.0,1013.0,32.416666666666664,9.0,0.041666666666666664,78.0,4.458333333333333,1021.5,23.333333333333332,11.041666666666666,0.03333333333333333,92.83333333333333,0.75,1009.6666666666666,8,20000.0,22,52,19,46.85,1576.0416666666667,910.01,18.2,Clear,Overcast,Heavy snow,1,diesel,male,conservative,8,1,1
80.5,8.5,0.0,56.5,5.75,1007.25,31.375,7.458333333333333,0.0,86.58333333333333,4.625,1015.0416666666666,18.5,5.5,0.0,94.75,2.5,1018.625,4,4000.0,16,48,2,58.58,1545.25,257.42,5.15,Clear,Light rain shower,Mist,0,gas,female,proactive,8,0,0
33.5,9.5,0.0,62.5,6.0,1021.0,50.416666666666664,9.708333333333334,0.0,85.41666666666667,5.125,1013.2083333333334,54.916666666666664,9.375,0.008333333333333333,66.0,5.416666666666667,1007.7083333333334,9,6000.0,23,44,9,42.24,1508.75,455.09,9.1,Overcast,Cloudy,Sunny,1,diesel,male,conservative,7,0,0
54.5,8.25,0.0,83.25,6.0,1016.25,15.583333333333334,5.25,0.0,88.16666666666667,5.375,1032.0833333333333,26.583333333333332,5.375,0.0,92.29166666666667,4.541666666666667,1031.8333333333333,8,15000.0,23,48,4,59.27,1564.9583333333333,924.53,18.49,Clear,Partly cloudy,Overcast,1,diesel,male,proactive,2,1,1
55.5,6.0,0.0,96.75,2.5,1016.75,49.791666666666664,8.25,0.0,93.0,6.0,1011.0416666666666,38.208333333333336,4.0,0.0,80.08333333333333,6.0,1021.0,8,10000.0,19,55,23,59.04,1774.25,906.44,18.13,Mist,Cloudy,Clear,1,gas,male,proactive,4,1,0
41.0,9.0,0.0,86.25,5.0,1023.0,25.833333333333332,9.5,0.0,43.291666666666664,6.0,1023.7083333333334,60.333333333333336,10.416666666666666,0.0,64.625,5.625,1019.9583333333334,11,3000.0,23,44,9,57.52,1771.1666666666667,1445.53,28.91,Partly cloudy,Clear,Sunny,0,diesel,male,proactive,4,1,0
79.0,6.5,0.0,71.0,6.0,1016.75,29.25,6.0,0.0,81.83333333333333,4.583333333333333,1019.7083333333334,28.708333333333332,10.916666666666666,0.0,76.95833333333333,5.791666666666667,1013.5833333333334,11,3000.0,23,44,8,42.89,1612.875,5195.34,103.91,Clear,Light snow,Clear,0,diesel,male,conservative,2,1,1
30.5,6.75,0.0,88.25,4.0,1019.25,18.458333333333332,14.416666666666666,0.004166666666666667,86.125,4.0,1023.875,35.416666666666664,5.916666666666667,0.020833333333333332,69.20833333333333,5.333333333333333,1020.7916666666666,9,4000.0,17,50,10,41.03,1459.2916666666667,1098.55,21.97,Mist,Overcast,Overcast,1,gas,male,conservative,8,1,1
56.5,7.75,0.025,73.0,5.0,1018.0,72.25,11.416666666666666,0.0,14.75,6.0,1017.8333333333334,-5.416666666666667,9.625,0.0,84.375,6.0,1035.5,9,20000.0,19,53,18,59.74,1846.4166666666667,6450.44,129.01,Moderate or heavy rain shower,Clear,Partly cloudy,1,gas,male,proactive,6,1,1
59.5,10.25,0.025,90.0,5.25,1016.75,23.875,15.208333333333334,0.008333333333333333,87.33333333333333,3.1666666666666665,1010.0,16.958333333333332,6.916666666666667,0.0,80.58333333333333,6.0,1032.0416666666667,11,10000.0,24,45,11,58.21,884.7916666666666,1132.08,22.64,Partly cloudy,Blizzard,Sunny,1,diesel,Unknown,proactive,4,1,0
71.5,8.75,0.0,64.75,6.0,1012.25,37.791666666666664,8.375,0.0,69.04166666666667,5.25,1010.4166666666666,37.625,10.416666666666666,0.0,70.0,6.0,1009.7916666666666,7,3000.0,13,40,3,41.24,1481.375,342.19,6.84,Sunny,Partly cloudy,Sunny,1,gas,male,conservative,7,0,0
64.0,6.25,0.025,72.5,5.75,1020.0,18.875,12.75,0.0,80.41666666666667,2.7083333333333335,1015.75,-4.791666666666667,4.791666666666667,0.0,84.66666666666667,6.0,1025.7916666666667,11,6000.0,23,49,12,59.71,965.7083333333334,664.67,13.29,Clear,Moderate snow,Clear,1,diesel,male,proactive,4,0,0
54.5,5.5,0.0,70.0,6.0,1017.0,70.91666666666667,4.541666666666667,0.0,83.04166666666667,4.75,1016.3333333333334,26.208333333333332,8.291666666666666,0.0,46.666666666666664,6.0,1028.2916666666667,8,10000.0,14,48,9,43.1,1621.5833333333333,1618.56,32.37,Patchy freezing drizzle possible,Partly cloudy,Partly cloudy,0,gas,male,conservative,8,1,0
46.25,7.5,0.0,78.0,6.0,1013.25,73.29166666666667,5.041666666666667,0.02916666666666667,90.375,5.333333333333333,1019.125,33.375,7.958333333333333,0.008333333333333333,91.79166666666667,4.125,1013.7916666666666,9,10000.0,27,58,22,44.13,1724.5,2407.52,48.15,Clear,Light rain shower,Heavy snow,1,diesel,male,conservative,6,1,1
48.5,6.0,0.0,93.25,4.5,1019.5,31.5,8.666666666666666,0.016666666666666666,80.79166666666667,5.666666666666667,1011.0,50.291666666666664,7.125,0.0,74.375,6.0,1026.75,10,3000.0,22,47,3,45.65,1824.6666666666667,1968.52,39.37,Clear,Partly cloudy,Overcast,0,gas,male,conservative,2,1,1
43.75,18.5,0.0,56.25,3.0,1012.25,25.416666666666668,4.0,0.0,77.875,5.333333333333333,1027.5,48.25,9.208333333333334,0.0,58.333333333333336,6.0,1021.7083333333334,8,4000.0,23,58,21,60.79,1774.3333333333333,1016.07,20.32,Blizzard,Sunny,Clear,1,diesel,Unknown,proactive,6,1,0
54.5,4.25,0.0,66.5,6.0,1016.5,52.291666666666664,6.416666666666667,0.0,68.625,6.0,1017.8333333333334,34.75,2.8333333333333335,0.0,73.33333333333333,6.0,1012.4583333333334,8,4000.0,22,44,1,45.86,1763.3333333333333,1138.14,22.76,Clear,Clear,Cloudy,1,diesel,male,conservative,2,1,0
48.0,12.0,0.0,53.25,4.75,1011.0,28.625,15.083333333333334,0.020833333333333332,93.16666666666667,1.875,1011.4583333333334,27.041666666666668,7.291666666666667,0.0,69.70833333333333,5.166666666666667,1023.3333333333334,10,3000.0,19,47,9,65.42,395.8333333333333,768.78,15.38,Clear,Blizzard,Overcast,1,gas,male,Unknown,8,0,1
55.0,5.0,0.0,92.25,4.0,1011.0,32.375,12.25,0.025000000000000005,91.25,4.75,1016.6666666666666,24.166666666666668,13.041666666666666,0.0,91.54166666666667,4.708333333333333,1019.0416666666666,8,15000.0,18,51,25,48.95,1530.4166666666667,171.37,3.43,Clear,Moderate rain,Light rain,1,gas,female,conservative,4,0,0
37.25,11.5,0.0,83.0,4.75,1017.0,28.25,10.375,0.0,83.75,5.125,1015.875,32.25,9.541666666666666,0.0,93.58333333333333,3.625,1015.0416666666666,15,4000.0,19,44,9,52.16,1808.9583333333333,107.61,2.15,Moderate snow,Overcast,Overcast,1,gas,male,conservative,3,0,0
